title,company,location,created,category,salary_min,salary_max,contract_type,description,source
ALMT Analyste Quant / Data Scientist (H/F),BNP Paribas Mission Handicap,75,2025-06-06T09:23:59.000Z,M1403,,,Contrat à durée indéterminée,"Votre rôle au quotidien ? L'ALM Trésorerie est une Activité Transversale, présente dans l'ensemble du Groupe, dont la tâche est de gérer les risques de liquidité, de taux et de change du bilan de la Banque, y compris sa mise en œuvre sur les marchés financiers. Nous sommes une activité...Intégrée, au sein du Groupe, ayant sous notre responsabilité tous les éléments contribuant à la gestion des risquesOpérationnelle, traitant sur les marchés financiersPartenaire des métiers, avec des équipes ALM Trésorerie présentes dans les différentes entités qui sont placées sous la responsabilité des métiers du Groupe Avec 3 tâches opérationnellesGérer la situation de liquidité du Groupe, en situation normale comme en situation de criseGérer les risques de taux d'intérêts du portefeuille bancaireGérer les risques de change opérationnels et structurels Et un mandat prudentiel composé de deux éléments: Analyser les risques de liquidité associés au profil du Groupe et, le cas échéant, alerter le management de la BanqueProtéger la signature du Groupe L'ALM Trésorerie participe notamment aux actions engagées par le Groupe pour accompagner la transition écologique et énergétique des clients. L'ALMT est composée de collaborateurs et managers hommes et femmes, avec une diversité de talents, que vous rencontrerez à l'occasion du processus de recrutement. Au sein de l'ALM Trésorerie Head Office, notre équipe - Data Science & Quantitative Finance - recherche un ou une analyste quantitatif / data scientist. En rejoignant notre équipe, vous serez amené à travailler sur différentes tâches parmi lesquelles :Développer des modèles quantitatifs pour prédire le comportement des clients (remboursements anticipés sur les crédits, modèles de stabilité des dépôts, etc.). Pour cela, vous utiliserez différentes méthodes de mathématiques financières, statistiques ou de data science. Ces modèles permettent à l'ALM Trésorerie d'avoir une juste représentation des risques sous sa responsabilité.Participer activement à la veille technologique de l'équipe notamment sur les sujets d'Intelligence Artificielle et de Machine Learning et proposer des nouveaux modèles. Suivre et améliorer différents outils quantitatifs développés dans l'équipe tels que l'outil permettant de simuler des scénarios de taux d'intérêts et d'inflation.Participer à l'animation du réseau des modélisateurs ALM Trésorerie du Groupe BNP Paribas via des meetings réguliers avec les équipes locales. Vous veillerez à l'harmonisation des méthodes de modélisation dans le Groupe et interviendrez en support aux équipes locales dans le développement de modèles. L'équipe Data Science & Quantitative Finance (DS&QF) est une équipe de 9 personnes au sein du Head Office de l'ALM Trésorerie de BNP Paribas. Au-delà des équipes de l'ALM Trésorerie Head Office, vous interagirez avec des équipes variées parmi lesquelles les équipes business et ALM Trésorerie locales (notamment pour connaitre le contexte économique et concurrentiel des modèles sur lesquels vous travaillerez), les équipes RISK (en charge de la validation des modèles), les équipes IT (en particulier dans le cadre de la collecte de données historiques), etc. Notre équipe est localisée à Paris dans le quartier de l'Opéra (2e arrondissement).    Et après ? Cette tâche vous permettra de développer vos compétences techniques ainsi que vos connaissances de l'activité de l'ALM Trésorerie et de l'ensemble des activités bancaires. Les interactions constantes avec les différentes équipes de l'ALM Trésorerie vous permettront de découvrir la richesse des tâches de cette activité transversale, tant au sein du Head Office que dans les métiers / filiales.  Après cette expérience, vous aurez notamment la possibilité d'évoluer au sein de l'ALM Trésorerie, tant en France qu'à l'international, dans des activités aussi variées que les activités de marchés, de refinancement, d'analyses et de production d'indicateurs ou de pilotage des risques.  Travailler chez BNP Paribas c'est : Un package rémunération et des avantages tels que:- Plan épargne entreprise/retraite, intéressement et participation, couverture santé et prévoyance, activités sociales et culturelles via le comité d'entreprise, .- De la flexibilité avec une possibilité de télétravail à définir avec votre manager Rejoignez un Groupe engagé et prenez part à notre grand projet de transformation vers la construction d'un monde plus durable. Découvrez nos engagements pour notre clientèle et la société.Engagez-vous à nos côtés sur votre temps professionnel, à travers notre programme OneMillionHoursToHelp.  Etes-vous notre prochain ALMT Analyste Quantitatif / Data Scientist F/H ? Oui, si vous êtes diplômé d'un Master, vous possédez une",API Pôle Emploi
Consultant.e Data Scientist F/H - Valoway (H/F),Valoway,Ile-de-France,2025-06-06T07:24:14.000Z,M1405,,,Contrat à durée indéterminée,"Nous recherchons exclusivement des profils expérimentés, avec un minimum de 5 ans d'expérience, capables de mener des projets stratégiques de bout en bout, en toute autonomie : de la définition des besoins jusqu'à l'industrialisation des solutions. 
  
    
- Développer et déployer des solutions NLP et IA générative (LLMs, embeddings, assistants conversationnels, génération de texte, classification). 
- Concevoir puis industrialiser des solutions adaptées, maintenables et performantes, en adoptant une approche MLOps. 
- Réaliser des des modèles prédictifs et d'optimisation pour répondre aux enjeux métier (prévision, segmentation, automatisation).  
-  Accompagner des communautés DATA et les métiers à l'adoption des bonnes pratiques à travers : le cadrage des cas d'usages, la conduite de méthodologie expérimentale, des ateliers d'acculturation et d'idéation, le transfert de compétences aux équipes en place.  
-  Réaliser une veille continue et partager sur l'état de l'art de la Data Science et les offres de Cloud Provider, pour enrichir nos projets et contribuer à l'intelligence collective  Valoriser notre partenariat Microsoft en intégrant les dernières innovations technologiques Azure dans nos solutions et en représentant Valoway lors d'évènements, webinaires et communications. 
   Nos principaux environnements techniques :  
      Langages : Python, SQL, Spark, R.  Outils de développeur : IDE, GIT.   Visualisation : Power BI, Tableau Software, Google Data Studio, Looker.  Librairie de DeepLearning : Keras, TensorFlow, Pytorch  
  
      
 Vous souhaitez en savoir plus sur le poste de Data Scientist chez Valoway ? C'est notre équipe qui en parle le mieux : Interview de Pierre, manager du pôle IA au sein de Valoway
  
 Ce que nous proposons : 
  Un salaire indicatif entre 60 K€ et 70 K€ brut annuel (selon expérience et profil). RTT et carte restaurant SWILE. Un environnement agile, avec un mode de travail hybride en fonction des sujets à mener (bureaux Valoway, chez le client, télétravail).  Un management de proximité et des perspectives de montée en compétences avec un accompagnement individualisé.  Une entreprise à taille humaine et une approche basée sur la proximité, avec nos clients et nos collaborateurs. 
    Vous avez une expérience de minimum 5 ans, incluant :
  Une participation active à des projets embarquant des briques d'IA et/ou de Machine Learning, couvrant le cadrage, le développement et l'industrialisation. Une expérience sur les environnements Cloud, idéalement Microsoft Azure.  Une capacité à vulgariser les solutions techniques pour des équipes métiers et des décideurs, avec une approche orientée service et succès client.   
 
 
 Nous rejoindre en tant que consultant.e chez Valoway, c'est également un état d'esprit : 
  Autonomie dans la relation client Esprit d'initiative et curiosité Collaboration et sens du partage Mobilité pour répondre aux besoins de nos clients (déplacements possibles) 
  
 Ce poste vous correspond ? Vous souhaitez en savoir plus ? Adressez-nous votre candidature ! 
  
 Notre process de recrutement pour ce poste :
  
- Un premier échange avec Emma, notre RH, pour comprendre votre projet.  Un second échange technique et culturel avec nos consultant.e.s pour découvrir notre quotidien et vous embarquer notre vision ! Une dernière rencontre avec Louis-Vincent (fondateur) et Gwénolé (directeur) pour vous partager les enjeux de Valoway. 
 
La durée moyenne du processus de recrutement est d'un mois et peut s'adapter en fonction de vos obligations, nous sommes flexibles !",API Pôle Emploi
Data Scientist H/F,,82 - MONTAUBAN,2025-06-06T02:44:56.000Z,M1405,,,Contrat à durée indéterminée,"Le Groupe Fauché poursuit sa croissance et continue de digitaliser ses process et outils associés. Dans ce cadre, nous recrutons un Data Scientist  (H/F) pour accélérer la transformation digitale du groupe au sein des équipes DSI basées à Montauban.Vous ferez partie d'une équipe soudée et ambitieuse, afin de travailler sur des projets liés à l'innovation, à l'amélioration de processus internes groupe et la mise en place progressive de l'intelligence artificielle dans le quotidien des métiers.Le candidat idéal aura une solide expérience en analyse de données, en modélisation statistique et en apprentissage automatique. Vous travaillerez en étroite collaboration avec nos équipes de développement et de gestion pour transformer les données en informations exploitables.Missions principalesCollecter et nettoyer les données : Rassembler des données brutes provenant de diverses sources comme des serveurs, des fichiers, des bases de données et les préparer pour l'analyse en les nettoyant et en les structurantDévelopper/Mettre en œuvre des modèles prédictifs et des algorithmes d'apprentissage automatiqueFaire de l'analyse exploratoire des données : Examiner les données pour en comprendre les caractéristiques principales, détecter les tendances et les anomaliesCréer des visualisations de données sous forme de rapports, graphiques et tableaux pour communiquer les résultats de manière compréhensible, via notre outil POWER BI et tout autre outil adapté au contexteInterpréter les résultats des analyses et communiquer les conclusions aux parties prenantesCollaborer avec les équipes techniques pour intégrer les modèles dans les systèmes de production et de gestionSurveiller et optimiser les modèles : Assurer le suivi des performances des modèles en production et les améliorer en continuSuivre les tendances et les meilleures pratiques en matière de science des données.",API Pôle Emploi
DATA SCIENTIST EXPÉRIMENTÉ EN DEEP LEARNING  - H/F,CLS,31 - Ramonville-Saint-Agne,2025-06-05T19:33:46.000Z,M1405,,,Contrat à durée indéterminée,"Description :


En tant que Data Scientist, vous devrez : 

	* COMPRÉHENSION DU BESOIN MÉTIER : analyser les problématiques exprimées, identifier les données disponibles et les contraintes techniques ou opérationnelles associées. 

	* EXPLORATION ET MODÉLISATION : évaluer les approches possibles (ML ou DL), implémenter des modèles les plus adaptés au problème, sur mesure ou dérivés des architectures SOTA issues de la littérature scientifique. 
	* DÉVELOPPEMENT DE MODÈLES : 
	* Concevoir, entraîner et optimiser des architectures adaptées aux problématiques traitées, 

	* Gérer l’ensemble du pipeline de modélisation : préprocessing, augmentation de données, tuning d’hyperparamètres, évaluation robuste,  

	* Industrialiser les modèles via des outils de MLOps pour assurer leur déploiement, leur monitoring et leur scalabilité en production. 

	* CONTRIBUTION AUX APPELS D’OFFRES : intervenir ponctuellement dans la phase de réponse (analyse du besoin, estimation des charges, rédaction des volets techniques). 

	* AMÉLIORATION CONTINUE : être force de proposition pour faire évoluer nos pratiques en data science (qualité du code, standardisation, outils collaboratifs, etc.) au sein du Datalab et plus largement dans l’entreprise. 

	* VIE D’ÉQUIPE ET VEILLE : participer activement à la dynamique collective à travers le partage de connaissances, la veille technologique et les retours d’expérience. 


		
		
Profil recherché :
		
		
Ingénieur de formation ou titulaire de Master statistiques, mathématiques ou data science, vous avez une expérience significative (2+ ans) en développement de modèles de Deep Learning en environnement professionnel. 

Vous êtes : 

	* Rigoureux(se), doté(e) d’un esprit analytique dans la résolution de problèmes complexes., 

	* Curieux(se) d’apprendre et découvrir de nouveaux sujets, données, thématiques, technos, 

	* Autonome et collaboratif, 

	* A l’aise pour vulgariser vos travaux auprès d’interlocuteurs non techniques, 

	* Force de proposition pour participer activement à l’amélioration continue des pratiques data/IA. 

 

Vous maîtrisez :

	* Les techniques de Deep Learning (CNN, RNN, Transformers, GANs, etc..) 

	* Python et les librairies associées (pandas, sklearn, pytest), 

	* Le framework Pytorch et son écosystème (lightning, torchgeo), 

	* L’utilisation de Git, docker et les bonnes pratiques de développement de code 

 

Bonus si : 

	* Vous avez déjà travaillé sur des problématiques concrètes liées à l’océanographie, à la météorologie ou à d’autres domaines environnementaux, en exploitant des données spatio-temporelles complexes et souvent massives. 

	* Vous êtes à l’aise avec l’industrialisation des modèles via des outils comme MLflow, dvc, Docker, et vous avez contribué à des pipelines CI/CD pour automatiser le déploiement, le suivi et la mise à jour de modèles en production. 

	* Vous avez une expérience en entraînement distribué : vous avez déjà mis en œuvre des entraînements multi-GPU en optimisant les performances sur des infrastructures locales ou cloud. 

 

Enfin si pour vous l’esprit d’équipe est primordial, que vous êtes force de proposition, et que votre motivation est sans faille, alors n’hésitez plus, et venez nous rejoindre pour participer à accroître l’impact de l’équipe du Datalab de CLS.  
",API Pôle Emploi
Data Scientist (H/F),LTd,44 - NANTES,2025-06-05T19:04:15.000Z,M1405,,,Mission intérimaire - 12 Mois,"À propos de nous (Notre histoire) :
Depuis 1995, LTD International est un acteur majeur du recrutement et du travail temporaire, spécialisé dans les secteurs de l'ingénierie, des travaux publics, de la topographie et des télécommunications. 
Société incontournable sur le marché du recrutement français, LTd est un Cabinet de Recrutement et une Agence de Travail Temporaire spécialisé dans les métiers de l'Ingénierie et des Entreprises.
Le poste : 

  Intégré(e) au sein d'une équipe Data ou Innovation, vous interviendrez sur des projets à forte valeur ajoutée en tant que Data Scientist. Vos principales responsabilités incluront :
 Vos missions principales (Vos journées) :
- Concevoir, entraîner et optimiser des modèles prédictifs : classification, régression, NLP, clustering?
- Développer des outils autour de l'IA Générative (LLM, RAG, OCR, NLP, RNNs, etc.)
- Intégrer les pipelines ML/DL dans des environnements cloud (GCP, Azure, AWS)
- Travailler en étroite collaboration avec les équipes Data Engineering, IT et métiers
Profil recherché : 

Profil recherché (Sans doute le tiens ):
- Solide expérience en data science avec des modèles supervisés/non supervisés
- Très bonne maîtrise de Python (pandas, scikit-learn, TensorFlow, PyTorch, etc.) et SQL
- Expérience avec les outils et services Cloud : GCP (BigQuery, VertexAI), Azure ou AWS
- Compétences en NLP, Computer Vision, IA Générative et déploiement de modèles
- Bonnes connaissances en Git, MLflow, Jupyter, Databricks
- Atouts supplémentaires : notions de ServiceNow, MLOps, Power BI / Tableau / Looker
 Prêt(e) à relever le défi ?
Postulez dès maintenant et donnez une nouvelle dimension à votre carrière Data avec LTd !",API Pôle Emploi
Data Scientist (H/F),LTd,72 - LE MANS,2025-06-05T19:03:18.000Z,M1405,,,Mission intérimaire - 12 Mois,"À propos de nous (Notre histoire) :
Depuis 1995, LTD International est un acteur majeur du recrutement et du travail temporaire, spécialisé dans les secteurs de l'ingénierie, des travaux publics, de la topographie et des télécommunications. 
Société incontournable sur le marché du recrutement français, LTd est un Cabinet de Recrutement et une Agence de Travail Temporaire spécialisé dans les métiers de l'Ingénierie et des Entreprises.
Le poste : 

  Intégré(e) au sein d'une équipe Data ou Innovation, vous interviendrez sur des projets à forte valeur ajoutée en tant que Data Scientist. Vos principales responsabilités incluront :
 Vos missions principales (Vos journées) :
- Concevoir, entraîner et optimiser des modèles prédictifs : classification, régression, NLP, clustering?
- Développer des outils autour de l'IA Générative (LLM, RAG, OCR, NLP, RNNs, etc.)
- Intégrer les pipelines ML/DL dans des environnements cloud (GCP, Azure, AWS)
- Travailler en étroite collaboration avec les équipes Data Engineering, IT et métiers
Profil recherché : 

Profil recherché (Sans doute le tiens ):
- Solide expérience en data science avec des modèles supervisés/non supervisés
- Très bonne maîtrise de Python (pandas, scikit-learn, TensorFlow, PyTorch, etc.) et SQL
- Expérience avec les outils et services Cloud : GCP (BigQuery, VertexAI), Azure ou AWS
- Compétences en NLP, Computer Vision, IA Générative et déploiement de modèles
- Bonnes connaissances en Git, MLflow, Jupyter, Databricks
- Atouts supplémentaires : notions de ServiceNow, MLOps, Power BI / Tableau / Looker
 Prêt(e) à relever le défi ?
Postulez dès maintenant et donnez une nouvelle dimension à votre carrière Data !",API Pôle Emploi
Data Scientist (H/F),LTd,14 - CAEN,2025-06-05T18:54:10.000Z,M1405,,,Mission intérimaire - 12 Mois,"À propos de nous (Notre histoire) :
Depuis 1995, LTD International est un acteur majeur du recrutement et du travail temporaire, spécialisé dans les secteurs de l'ingénierie, des travaux publics, de la topographie et des télécommunications. 
Société incontournable sur le marché du recrutement français, LTd est un Cabinet de Recrutement et une Agence de Travail Temporaire spécialisé dans les métiers de l'Ingénierie et des Entreprises.
Le poste : 

  Intégré(e) au sein d'une équipe Data ou Innovation, vous interviendrez sur des projets à forte valeur ajoutée en tant que Data Scientist. Vos principales responsabilités incluront :
 Vos missions principales (Vos journées) :
- Concevoir, entraîner et optimiser des modèles prédictifs : classification, régression, NLP, clustering?
- Développer des outils autour de l'IA Générative (LLM, RAG, OCR, NLP, RNNs, etc.)
- Intégrer les pipelines ML/DL dans des environnements cloud (GCP, Azure, AWS)
- Travailler en étroite collaboration avec les équipes Data Engineering, IT et métiers
Profil recherché : 

Profil recherché (Sans doute le tiens ):
- Solide expérience en data science avec des modèles supervisés/non supervisés
- Très bonne maîtrise de Python (pandas, scikit-learn, TensorFlow, PyTorch, etc.) et SQL
- Expérience avec les outils et services Cloud : GCP (BigQuery, VertexAI), Azure ou AWS
- Compétences en NLP, Computer Vision, IA Générative et déploiement de modèles
- Bonnes connaissances en Git, MLflow, Jupyter, Databricks
- Atouts supplémentaires : notions de ServiceNow, MLOps, Power BI / Tableau / Looker
 Prêt(e) à relever le défi ?
Postulez dès maintenant et donnez une nouvelle dimension à votre carrière Data avec LTd !",API Pôle Emploi
Data Scientist (H/F),LTd,61 - ALENCON,2025-06-05T18:53:13.000Z,M1405,,,Mission intérimaire - 12 Mois,"À propos de nous (Notre histoire) :
Depuis 1995, LTD International est un acteur majeur du recrutement et du travail temporaire, spécialisé dans les secteurs de l'ingénierie, des travaux publics, de la topographie et des télécommunications. 
Société incontournable sur le marché du recrutement français, LTd est un Cabinet de Recrutement et une Agence de Travail Temporaire spécialisé dans les métiers de l'Ingénierie et des Entreprises.
Le poste : 

  Intégré(e) au sein d'une équipe Data ou Innovation, vous interviendrez sur des projets à forte valeur ajoutée en tant que Data Scientist. Vos principales responsabilités incluront :
 Vos missions principales (Vos journées) :
- Concevoir, entraîner et optimiser des modèles prédictifs : classification, régression, NLP, clustering?
- Développer des outils autour de l'IA Générative (LLM, RAG, OCR, NLP, RNNs, etc.)
- Intégrer les pipelines ML/DL dans des environnements cloud (GCP, Azure, AWS)
- Travailler en étroite collaboration avec les équipes Data Engineering, IT et métiers
Profil recherché : 

Profil recherché (Sans doute le tiens ):
- Solide expérience en data science avec des modèles supervisés/non supervisés
- Très bonne maîtrise de Python (pandas, scikit-learn, TensorFlow, PyTorch, etc.) et SQL
- Expérience avec les outils et services Cloud : GCP (BigQuery, VertexAI), Azure ou AWS
- Compétences en NLP, Computer Vision, IA Générative et déploiement de modèles
- Bonnes connaissances en Git, MLflow, Jupyter, Databricks
- Atouts supplémentaires : notions de ServiceNow, MLOps, Power BI / Tableau / Looker
 Prêt(e) à relever le défi ?
Postulez dès maintenant et donnez une nouvelle dimension à votre carrière Data avec LTd !",API Pôle Emploi
Data Scientist (H/F),LTd,50 - ST LO,2025-06-05T18:53:08.000Z,M1405,,,Mission intérimaire - 12 Mois,"À propos de nous (Notre histoire) :
Depuis 1995, LTD International est un acteur majeur du recrutement et du travail temporaire, spécialisé dans les secteurs de l'ingénierie, des travaux publics, de la topographie et des télécommunications. 
Société incontournable sur le marché du recrutement français, LTd est un Cabinet de Recrutement et une Agence de Travail Temporaire spécialisé dans les métiers de l'Ingénierie et des Entreprises.
Le poste : 

  Intégré(e) au sein d'une équipe Data ou Innovation, vous interviendrez sur des projets à forte valeur ajoutée en tant que Data Scientist. Vos principales responsabilités incluront :
 Vos missions principales (Vos journées) :
- Concevoir, entraîner et optimiser des modèles prédictifs : classification, régression, NLP, clustering?
- Développer des outils autour de l'IA Générative (LLM, RAG, OCR, NLP, RNNs, etc.)
- Intégrer les pipelines ML/DL dans des environnements cloud (GCP, Azure, AWS)
- Travailler en étroite collaboration avec les équipes Data Engineering, IT et métiers
Profil recherché : 

Profil recherché (Sans doute le tiens ):
- Solide expérience en data science avec des modèles supervisés/non supervisés
- Très bonne maîtrise de Python (pandas, scikit-learn, TensorFlow, PyTorch, etc.) et SQL
- Expérience avec les outils et services Cloud : GCP (BigQuery, VertexAI), Azure ou AWS
- Compétences en NLP, Computer Vision, IA Générative et déploiement de modèles
- Bonnes connaissances en Git, MLflow, Jupyter, Databricks
- Atouts supplémentaires : notions de ServiceNow, MLOps, Power BI / Tableau / Looker
 Prêt(e) à relever le défi ?
Postulez dès maintenant et donnez une nouvelle dimension à votre carrière Data avec LTd !",API Pôle Emploi
Data Scientist (H/F),LTd,27 - EVREUX,2025-06-05T18:52:56.000Z,M1405,,,Mission intérimaire - 12 Mois,"À propos de nous (Notre histoire) :
Depuis 1995, LTD International est un acteur majeur du recrutement et du travail temporaire, spécialisé dans les secteurs de l'ingénierie, des travaux publics, de la topographie et des télécommunications. 
Société incontournable sur le marché du recrutement français, LTd est un Cabinet de Recrutement et une Agence de Travail Temporaire spécialisé dans les métiers de l'Ingénierie et des Entreprises.
Le poste : 

  Intégré(e) au sein d'une équipe Data ou Innovation, vous interviendrez sur des projets à forte valeur ajoutée en tant que Data Scientist. Vos principales responsabilités incluront :
 Vos missions principales (Vos journées) :
- Concevoir, entraîner et optimiser des modèles prédictifs : classification, régression, NLP, clustering?
- Développer des outils autour de l'IA Générative (LLM, RAG, OCR, NLP, RNNs, etc.)
- Intégrer les pipelines ML/DL dans des environnements cloud (GCP, Azure, AWS)
- Travailler en étroite collaboration avec les équipes Data Engineering, IT et métiers
Profil recherché : 

Profil recherché (Sans doute le tiens ):
- Solide expérience en data science avec des modèles supervisés/non supervisés
- Très bonne maîtrise de Python (pandas, scikit-learn, TensorFlow, PyTorch, etc.) et SQL
- Expérience avec les outils et services Cloud : GCP (BigQuery, VertexAI), Azure ou AWS
- Compétences en NLP, Computer Vision, IA Générative et déploiement de modèles
- Bonnes connaissances en Git, MLflow, Jupyter, Databricks
- Atouts supplémentaires : notions de ServiceNow, MLOps, Power BI / Tableau / Looker
 Prêt(e) à relever le défi ?
Postulez dès maintenant et donnez une nouvelle dimension à votre carrière Data avec LTd !",API Pôle Emploi
Data Scientist (H/F),LTd,53 - LAVAL,2025-06-05T18:52:23.000Z,M1405,,,Mission intérimaire - 12 Mois,"À propos de nous (Notre histoire) :
Depuis 1995, LTD International est un acteur majeur du recrutement et du travail temporaire, spécialisé dans les secteurs de l'ingénierie, des travaux publics, de la topographie et des télécommunications. 
Société incontournable sur le marché du recrutement français, LTd est un Cabinet de Recrutement et une Agence de Travail Temporaire spécialisé dans les métiers de l'Ingénierie et des Entreprises.
Le poste : 

  Intégré(e) au sein d'une équipe Data ou Innovation, vous interviendrez sur des projets à forte valeur ajoutée en tant que Data Scientist. Vos principales responsabilités incluront :
 Vos missions principales (Vos journées) :
- Concevoir, entraîner et optimiser des modèles prédictifs : classification, régression, NLP, clustering?
- Développer des outils autour de l'IA Générative (LLM, RAG, OCR, NLP, RNNs, etc.)
- Intégrer les pipelines ML/DL dans des environnements cloud (GCP, Azure, AWS)
- Travailler en étroite collaboration avec les équipes Data Engineering, IT et métiers
Profil recherché : 

Profil recherché (Sans doute le tiens ):
- Solide expérience en data science avec des modèles supervisés/non supervisés
- Très bonne maîtrise de Python (pandas, scikit-learn, TensorFlow, PyTorch, etc.) et SQL
- Expérience avec les outils et services Cloud : GCP (BigQuery, VertexAI), Azure ou AWS
- Compétences en NLP, Computer Vision, IA Générative et déploiement de modèles
- Bonnes connaissances en Git, MLflow, Jupyter, Databricks
- Atouts supplémentaires : notions de ServiceNow, MLOps, Power BI / Tableau / Looker
 Prêt(e) à relever le défi ?
Postulez dès maintenant et donnez une nouvelle dimension à votre carrière Data !",API Pôle Emploi
Data Scientist (H/F),LTd,76 - ROUEN,2025-06-05T18:48:47.000Z,M1405,,,Mission intérimaire - 12 Mois,"À propos de nous (Notre histoire) :
Depuis 1995, LTD International est un acteur majeur du recrutement et du travail temporaire, spécialisé dans les secteurs de l'ingénierie, des travaux publics, de la topographie et des télécommunications. 
Société incontournable sur le marché du recrutement français, LTd est un Cabinet de Recrutement et une Agence de Travail Temporaire spécialisé dans les métiers de l'Ingénierie et des Entreprises.
Le poste : 

  Intégré(e) au sein d'une équipe Data ou Innovation, vous interviendrez sur des projets à forte valeur ajoutée en tant que Data Scientist. Vos principales responsabilités incluront :
 Vos missions principales (Vos journées) :
- Concevoir, entraîner et optimiser des modèles prédictifs : classification, régression, NLP, clustering?
- Développer des outils autour de l'IA Générative (LLM, RAG, OCR, NLP, RNNs, etc.)
- Intégrer les pipelines ML/DL dans des environnements cloud (GCP, Azure, AWS)
- Travailler en étroite collaboration avec les équipes Data Engineering, IT et métiers
Profil recherché : 

Profil recherché (Sans doute le tiens ):
- Solide expérience en data science avec des modèles supervisés/non supervisés
- Très bonne maîtrise de Python (pandas, scikit-learn, TensorFlow, PyTorch, etc.) et SQL
- Expérience avec les outils et services Cloud : GCP (BigQuery, VertexAI), Azure ou AWS
- Compétences en NLP, Computer Vision, IA Générative et déploiement de modèles
- Bonnes connaissances en Git, MLflow, Jupyter, Databricks
- Atouts supplémentaires : notions de ServiceNow, MLOps, Power BI / Tableau / Looker
 Prêt(e) à relever le défi ?
Postulez dès maintenant et donnez une nouvelle dimension à votre carrière Data avec LTd !",API Pôle Emploi
Data Scientist (H/F),LTd,85 - LA ROCHE SUR YON,2025-06-05T18:48:11.000Z,M1405,,,Mission intérimaire - 12 Mois,"À propos de nous (Notre histoire) :
Depuis 1995, LTD International est un acteur majeur du recrutement et du travail temporaire, spécialisé dans les secteurs de l'ingénierie, des travaux publics, de la topographie et des télécommunications. 
Société incontournable sur le marché du recrutement français, LTd est un Cabinet de Recrutement et une Agence de Travail Temporaire spécialisé dans les métiers de l'Ingénierie et des Entreprises.
Le poste : 

  Intégré(e) au sein d'une équipe Data ou Innovation, vous interviendrez sur des projets à forte valeur ajoutée en tant que Data Scientist. Vos principales responsabilités incluront :
 Vos missions principales (Vos journées) :
- Concevoir, entraîner et optimiser des modèles prédictifs : classification, régression, NLP, clustering?
- Développer des outils autour de l'IA Générative (LLM, RAG, OCR, NLP, RNNs, etc.)
- Intégrer les pipelines ML/DL dans des environnements cloud (GCP, Azure, AWS)
- Travailler en étroite collaboration avec les équipes Data Engineering, IT et métiers
Profil recherché : 

Profil recherché (Sans doute le tiens ):
- Solide expérience en data science avec des modèles supervisés/non supervisés
- Très bonne maîtrise de Python (pandas, scikit-learn, TensorFlow, PyTorch, etc.) et SQL
- Expérience avec les outils et services Cloud : GCP (BigQuery, VertexAI), Azure ou AWS
- Compétences en NLP, Computer Vision, IA Générative et déploiement de modèles
- Bonnes connaissances en Git, MLflow, Jupyter, Databricks
- Atouts supplémentaires : notions de ServiceNow, MLOps, Power BI / Tableau / Looker
 Prêt(e) à relever le défi ?
Postulez dès maintenant et donnez une nouvelle dimension à votre carrière Data !",API Pôle Emploi
Data Scientist (H/F),LTd,49 - ANGERS,2025-06-05T18:47:47.000Z,M1405,,,Mission intérimaire - 12 Mois,"À propos de nous (Notre histoire) :
Depuis 1995, LTD International est un acteur majeur du recrutement et du travail temporaire, spécialisé dans les secteurs de l'ingénierie, des travaux publics, de la topographie et des télécommunications. 
Société incontournable sur le marché du recrutement français, LTd est un Cabinet de Recrutement et une Agence de Travail Temporaire spécialisé dans les métiers de l'Ingénierie et des Entreprises.
Le poste : 

  Intégré(e) au sein d'une équipe Data ou Innovation, vous interviendrez sur des projets à forte valeur ajoutée en tant que Data Scientist. Vos principales responsabilités incluront :
 Vos missions principales (Vos journées) :
- Concevoir, entraîner et optimiser des modèles prédictifs : classification, régression, NLP, clustering?
- Développer des outils autour de l'IA Générative (LLM, RAG, OCR, NLP, RNNs, etc.)
- Intégrer les pipelines ML/DL dans des environnements cloud (GCP, Azure, AWS)
- Travailler en étroite collaboration avec les équipes Data Engineering, IT et métiers
Profil recherché : 

Profil recherché (Sans doute le tiens ):
- Solide expérience en data science avec des modèles supervisés/non supervisés
- Très bonne maîtrise de Python (pandas, scikit-learn, TensorFlow, PyTorch, etc.) et SQL
- Expérience avec les outils et services Cloud : GCP (BigQuery, VertexAI), Azure ou AWS
- Compétences en NLP, Computer Vision, IA Générative et déploiement de modèles
- Bonnes connaissances en Git, MLflow, Jupyter, Databricks
- Atouts supplémentaires : notions de ServiceNow, MLOps, Power BI / Tableau / Looker
 Prêt(e) à relever le défi ?
Postulez dès maintenant et donnez une nouvelle dimension à votre carrière Data !",API Pôle Emploi
